epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
8.0,0.6080695455868389,0.6793304519066009,0.6657654921020656,0.6089577950043066,0.6360958337565844,0.728639012758857,0.6122657154636695,0.6774665185098544,0.6798396334478809,0.5915036750965491,0.6326027579774832,0.7314768536919818
9.0,0.6069193274428304,0.681222986624383,0.6666164598144355,0.6148481564835654,0.6396866463352943,0.7300480338313634,0.6093990861362125,0.6799228025030704,0.6692735949098622,0.6290021178522487,0.6485132618328945,0.7313555218399805
10.0,0.6086881420779467,0.6795350502544691,0.6662003527765951,0.6086521630407602,0.6361273648599597,0.7279160902600255,0.6105123793488323,0.674951751564419,0.6816242459908783,0.5771770275320792,0.6250674581759309,0.7307989992549396
11.0,0.6073676221910509,0.6800721209176236,0.6662323495545724,0.6109027256814203,0.6373690084501326,0.7296844647514699,0.6092607059376415,0.6793964559330955,0.651074439035973,0.6831942195091566,0.6667477203647417,0.7319549167063805
12.0,0.6055726741226777,0.6819390808419222,0.6676114092745583,0.6152093578950293,0.6403400957242217,0.7318318590542636,0.6365805094866342,0.6594537692262705,0.7076894082171127,0.4677961878659524,0.5632640816020401,0.7348006639408574
13.0,0.6058413842865178,0.6833584818802588,0.668801298818436,0.6180711844627823,0.6424363195286777,0.7315523909129502,0.6073008152335504,0.6775250014620738,0.6832434009041854,0.5836551638221004,0.6295350712174146,0.7341705636224656
14.0,0.6046254582144239,0.6842791744456663,0.6704473469880244,0.6175432747075658,0.6429087963900378,0.7330029867159761,0.6152602139220084,0.6694543540557928,0.6925571590724826,0.5320792325900087,0.6018035789770325,0.7342760209205748
15.0,0.6040958710172403,0.6855067645328764,0.6726451964734753,0.6168764413325554,0.6435548856488593,0.733807088580876,0.6082201674428068,0.6764138253699047,0.6757823512827742,0.5972343341223371,0.6340850472852324,0.7330986055330455
16.0,0.603316499529548,0.6838316155597044,0.6690677711747404,0.6193770664888444,0.6432642225396412,0.7349278554019222,0.6055507125600165,0.6809170126908006,0.6670131219955827,0.6395913790955525,0.6530145001271941,0.7340014433210313
17.0,0.6043990307008393,0.6830771591519399,0.6696333969061242,0.6145980939679364,0.6409364858599907,0.7334767303785967,0.6212992490303503,0.6643078542604831,0.670697118972981,0.5597358913666376,0.6102132283036805,0.7128014366306484
