epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
2.0,0.637773035094142,0.623046875,0.6254980079681275,0.61328125,0.6193293885601578,0.6877899169921875,1.2521016001701355,0.59375,0.7142857142857143,0.3125,0.43478260869565216,0.67431640625
