epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
1.0,0.6773235313724866,0.5805605994731593,0.5575770702476356,0.4291628462671223,0.4850140517796304,0.5985960262015417,0.6604543294995296,0.6236622024679805,0.5924291686019507,0.6356048336863087,0.6132580082937676,0.6607691188403161
2.0,0.6466667639020489,0.6355208306692923,0.6268378616437428,0.5141007474090745,0.5648994794608375,0.6692342266717459,0.6567711274040617,0.6309725714954091,0.5895296694128689,0.7042481624517254,0.641802906448683,0.6803901223801768
3.0,0.6354113683588124,0.6486023375361244,0.6358412870686628,0.5534439165346893,0.5917882290026443,0.6890569868966917,0.6373518310908624,0.6394525995672261,0.6644295302013423,0.46866824467422447,0.5496383957922419,0.6972734519893068
4.0,0.6266490476951126,0.6597273727014654,0.6457990115321252,0.5772554249673529,0.6096065256301164,0.702544346586016,0.6229945483580829,0.6648926837826773,0.6586545102914767,0.5939952659773265,0.6246560985195859,0.7118873726767398
5.0,0.6195060922780558,0.6660443466919005,0.6490206138894757,0.5974827040093357,0.6221862160754585,0.7129379403542802,0.6222720756517655,0.6627288145505585,0.6695678271308524,0.5558739255014327,0.6074467360969301,0.7137835235972771
6.0,0.6156349705249183,0.6705582977417457,0.6550354695931607,0.6003445305770887,0.6264986879684533,0.7184504405143873,0.6144534916171931,0.6695713199602316,0.6735289823331874,0.5746854366513019,0.6201936004302232,0.7242372469107239
7.0,0.6136389537688817,0.6737679343239303,0.6591247304643606,0.6030118640771304,0.6298209466322295,0.7211903255756766,0.6153729073526818,0.6674074507281128,0.663911459792659,0.5903824592001993,0.6249917573359709,0.7232844441016859
8.0,0.6113085628900348,0.6763126262755428,0.6612503775294473,0.608318746353255,0.6336811334134094,0.7243864334215611,0.6115971168716565,0.6761798935610269,0.6661329063250601,0.6219010838420331,0.6432575220668771,0.7268865328084734
9.0,0.6095421578612115,0.6785759954988363,0.6616819089040484,0.617154288572143,0.6386428982173664,0.7267167901744085,0.6128550594686395,0.6726124334756418,0.6654406756572674,0.6085710726298742,0.635736595523165,0.7242981840499074
10.0,0.608951688690846,0.680161632694816,0.6633633901734964,0.6193492817648857,0.6406012012529816,0.7274273734148635,0.6169558859713643,0.6734311948067139,0.6594439368228691,0.6293758564843652,0.6440591534931157,0.719461017973071
11.0,0.6074165107687063,0.679598987238178,0.6638104083650418,0.6155983440304521,0.6387959866220735,0.7292823359828254,0.6110522642045825,0.6750687174688579,0.6938039215686275,0.5510153232839168,0.6142202471878907,0.7312396348501058
12.0,0.607963803107103,0.6810439630699983,0.6658560019215757,0.6161818232335862,0.6400565681054013,0.7286977739844267,0.6076103279420357,0.6782267968887069,0.6654435853754422,0.6326149246293759,0.6486141269638523,0.7308461972149112
13.0,0.6071063778912063,0.6800081839339147,0.6647042921935542,0.6148759412075241,0.6388199295652677,0.7299485180350915,0.6054409601910224,0.6825545353529446,0.6661127444714304,0.6491840039865454,0.6575394321766561,0.7341811855666139
14.0,0.6058202394164526,0.6818623564614715,0.6651801641098822,0.6216554138534633,0.6426817182989357,0.7316680077760708,0.6068256817454378,0.678636177554243,0.6666666666666666,0.6308708110128317,0.6482749791973372,0.733013259207406
15.0,0.6048716754517723,0.6819902304288893,0.6651814887423513,0.6222111083326387,0.6429791693584277,0.732761597423328,0.6096180057733391,0.6769401719398795,0.6604692909347353,0.6417092313442133,0.6509541261215721,0.7281121486148271
16.0,0.6043677199789607,0.6827830490268791,0.6661022990554268,0.6230724347753606,0.6438692450148585,0.7334794979243049,0.6070526580105289,0.6767647230832212,0.660544567171847,0.6407125949919024,0.6504774552583319,0.7318256338451201
17.0,0.6046536294387334,0.6838827651466715,0.6677283009882129,0.6232947125670306,0.6447468636383231,0.7328231502201542,0.6069197755604782,0.6819112228785309,0.670712401055409,0.633362401893609,0.6515025309156148,0.7349646208925827
18.0,0.6069378694309084,0.6809544512928059,0.6653884178675215,0.6170987191242255,0.6403344385180914,0.7298914464967219,0.6135613634904383,0.6738990584244693,0.6372494120282226,0.7088576055811636,0.6711488558622316,0.7265549043143412
19.0,0.6046338814463,0.6831155213421651,0.6672435400131288,0.6213219971659582,0.6434644989569095,0.7330166549492092,0.6060829394128184,0.6802737002163869,0.6726929303831625,0.6211536065777999,0.6458967549711769,0.7343652122938698
20.0,0.602795517480281,0.6861077721797396,0.6700142619443784,0.6265455252702065,0.6475512225939379,0.7353428098640195,0.6095569233419156,0.6815018422129949,0.6848589027359977,0.5956148000498318,0.6371268656716418,0.7355830556110341
